epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,675.347,0.38045,98.9252,0.43286,0.37201,1.08539,0.99928,1,0.995,0.995,0,0,0,0,0.15011,99.9782,0.16804,0.22701,0.33021,0.001604,0.001604,0.001604
22,707.404,0.38495,99.1183,0.42669,0.35831,1.07463,0.99947,1,0.995,0.995,0,0,0,0,0.16933,99.9039,0.33446,0.23755,0.34477,0.0015842,0.0015842,0.0015842
23,739.562,0.35596,99.0493,0.41379,0.34328,1.04765,0.99907,1,0.995,0.995,0,0,0,0,0.14991,99.8865,0.16278,0.20117,0.35049,0.0015644,0.0015644,0.0015644
24,771.603,0.339,99.4402,0.40444,0.33452,1.05018,0.99945,1,0.995,0.995,0,0,0,0,0.13835,99.9284,0.06871,0.21507,0.31668,0.0015446,0.0015446,0.0015446
25,806.066,0.31484,99.1785,0.40131,0.31996,1.03813,0.99944,1,0.995,0.995,0,0,0,0,0.1806,99.9666,0.02171,0.21514,0.36319,0.0015248,0.0015248,0.0015248
26,838.86,0.33764,99.2666,0.39311,0.32229,1.03677,0.99932,1,0.995,0.995,0,0,0,0,0.10634,99.9037,0.11128,0.17281,0.27684,0.001505,0.001505,0.001505
27,872.41,0.30142,99.269,0.36613,0.30605,1.01287,0.9994,1,0.995,0.995,0,0,0,0,0.1132,99.8238,0.38488,0.16718,0.23532,0.0014852,0.0014852,0.0014852
28,906.074,0.28052,99.2776,0.34871,0.29094,1.01217,0.99947,1,0.995,0.995,0,0,0,0,0.10481,99.8473,0.09048,0.17461,0.2641,0.0014654,0.0014654,0.0014654
29,941.791,0.27799,99.2513,0.34193,0.28786,0.99647,0.99835,1,0.995,0.995,0,0,0,0,0.09961,99.9428,0.14336,0.15953,0.2382,0.0014456,0.0014456,0.0014456
30,980.624,0.28281,99.1445,0.34612,0.29537,1.00154,0.99946,1,0.995,0.995,0,0,0,0,0.15093,99.9662,0.1369,0.21106,0.29805,0.0014258,0.0014258,0.0014258
31,1019.02,0.29116,99.0311,0.33342,0.30188,0.99657,0.99945,1,0.995,0.995,0,0,0,0,0.13523,99.9206,0.01631,0.23407,0.30543,0.001406,0.001406,0.001406
32,1056.76,0.2657,99.4475,0.32366,0.2824,0.9922,0.99947,1,0.995,0.995,0,0,0,0,0.08509,99.8994,0.02418,0.16246,0.23979,0.0013862,0.0013862,0.0013862
33,1094.44,0.2674,98.6313,0.30536,0.2826,0.98686,0.99948,1,0.995,0.995,0,0,0,0,0.1404,99.8751,0.06819,0.25864,0.26407,0.0013664,0.0013664,0.0013664
34,1134.16,0.26976,99.1256,0.29801,0.27742,0.98647,0.99947,1,0.995,0.995,0,0,0,0,0.07417,99.7739,0.13602,0.19402,0.22623,0.0013466,0.0013466,0.0013466
35,1174.15,0.24765,98.8248,0.30252,0.26182,0.96762,0.99947,1,0.995,0.995,0,0,0,0,0.07732,99.947,0.01155,0.17459,0.21345,0.0013268,0.0013268,0.0013268
36,1214.38,0.24246,99.3057,0.29051,0.2582,0.97246,0.99947,1,0.995,0.995,0,0,0,0,0.11458,99.8552,0.06296,0.14196,0.26146,0.001307,0.001307,0.001307
37,1254.2,0.24172,99.1526,0.30014,0.2612,0.96727,0.99948,1,0.995,0.995,0,0,0,0,0.10498,99.718,0.07401,0.18546,0.23742,0.0012872,0.0012872,0.0012872
38,1293.99,0.24481,98.9812,0.29984,0.2579,0.96737,0.99947,1,0.995,0.995,0,0,0,0,0.07634,99.8037,0.03368,0.13534,0.21828,0.0012674,0.0012674,0.0012674
39,1333.81,0.23326,98.7837,0.28853,0.2501,0.96358,0.99947,1,0.995,0.995,0,0,0,0,0.10098,99.7957,0.06423,0.12429,0.21116,0.0012476,0.0012476,0.0012476
40,1373.7,0.24419,99.0729,0.27991,0.25994,0.96928,0.99948,1,0.995,0.995,0,0,0,0,0.1142,99.8725,0.04912,0.17593,0.20906,0.0012278,0.0012278,0.0012278
41,1413.6,0.23478,99.1208,0.25692,0.25284,0.96256,0.99943,1,0.995,0.995,0,0,0,0,0.11536,99.9398,0.00537,0.13269,0.2492,0.001208,0.001208,0.001208
42,1453.55,0.23137,99.0742,0.2414,0.25286,0.96397,0.99947,1,0.995,0.995,0,0,0,0,0.10902,99.9379,0.00699,0.14893,0.23854,0.0011882,0.0011882,0.0011882
43,1493.47,0.23339,99.116,0.24757,0.24999,0.97287,0.99947,1,0.995,0.995,0,0,0,0,0.08156,99.8708,0.04541,0.13713,0.22912,0.0011684,0.0011684,0.0011684
44,1533.4,0.24373,99.1503,0.23962,0.25867,0.95869,0.99942,1,0.995,0.995,0,0,0,0,0.11966,99.8243,0.01066,0.17279,0.27533,0.0011486,0.0011486,0.0011486
45,1573.3,0.21568,99.5052,0.2316,0.24343,0.95611,0.99947,1,0.995,0.995,0,0,0,0,0.08393,99.8996,0.04742,0.13482,0.19595,0.0011288,0.0011288,0.0011288
46,1613.25,0.22291,99.0762,0.22147,0.24466,0.95133,0.99947,1,0.995,0.995,0,0,0,0,0.05435,99.8982,0.01468,0.13546,0.23111,0.001109,0.001109,0.001109
47,1653.27,0.21506,99.1668,0.22181,0.24634,0.95218,0.99948,1,0.995,0.995,0,0,0,0,0.06361,99.7396,0.01766,0.12994,0.196,0.0010892,0.0010892,0.0010892
48,1693.18,0.21195,99.0058,0.20945,0.23845,0.94913,0.99946,1,0.995,0.995,0,0,0,0,0.0586,99.8894,0.00772,0.11503,0.1725,0.0010694,0.0010694,0.0010694
49,1733.16,0.21001,98.73,0.19586,0.23349,0.94912,0.99948,1,0.995,0.995,0,0,0,0,0.0714,99.8588,0.00586,0.13614,0.21073,0.0010496,0.0010496,0.0010496
50,1773.15,0.19638,99.1674,0.19915,0.22805,0.95143,0.99948,1,0.995,0.995,0,0,0,0,0.09909,99.8537,0.01915,0.08764,0.20796,0.0010298,0.0010298,0.0010298
51,1810.45,0.20099,99.3893,0.19437,0.23134,0.94556,1,1,0.995,0.995,0,0,0,0,0.08723,99.7656,0.01785,0.12237,0.20402,0.00101,0.00101,0.00101
52,1844.74,0.195,99.1503,0.19472,0.22263,0.93928,1,1,0.995,0.995,0,0,0,0,0.07385,99.7009,0.01046,0.12308,0.21303,0.0009902,0.0009902,0.0009902
53,1878.54,0.187,99.2535,0.19451,0.21602,0.9378,0.99949,1,0.995,0.995,0,0,0,0,0.07188,99.6635,0.00749,0.08128,0.20519,0.0009704,0.0009704,0.0009704
54,1913.61,0.1964,99.3814,0.18978,0.22319,0.93394,0.99949,1,0.995,0.995,0,0,0,0,0.07256,99.8097,0.03364,0.09937,0.20553,0.0009506,0.0009506,0.0009506
