epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
149,696.026,0.60954,0.48245,1.12139,0.61119,0.72433,0.66923,0.45272,0.85781,1.40532,2.75901,0.00165379,0.00165379,0.00165379
150,700.489,0.6358,0.47975,1.11471,0.9171,0.69125,0.78204,0.66349,0.62781,1.00673,4.10961,0.0016537,0.0016537,0.0016537
151,704.929,0.59613,0.49997,1.08874,0.63862,0.62698,0.62861,0.51214,0.56547,1.13984,3.81959,0.00165361,0.00165361,0.00165361
152,709.349,0.58433,0.47272,1.08266,0.70903,0.73109,0.75775,0.61581,0.62735,1.08454,3.85781,0.00165353,0.00165353,0.00165353
153,713.783,0.59526,0.46698,1.08637,0.8806,0.65079,0.77883,0.5987,0.68847,0.9403,4.46117,0.00165345,0.00165345,0.00165345
154,718.324,0.58583,0.48813,1.07754,0.86773,0.73863,0.87336,0.73382,0.59778,0.79728,4.30009,0.00165336,0.00165336,0.00165336
155,722.742,0.57098,0.44136,1.08941,0.71257,0.80871,0.81694,0.58913,0.70637,0.90192,3.40534,0.00165327,0.00165327,0.00165327
156,727.158,0.56077,0.44682,1.07946,0.82842,0.71871,0.83649,0.71349,0.53565,0.71937,4.54559,0.00165319,0.00165319,0.00165319
157,731.623,0.5731,0.42431,1.10637,0.73697,0.69048,0.7442,0.53852,1.04925,0.77779,3.34978,0.00165311,0.00165311,0.00165311
158,736.087,0.59503,0.46953,1.08052,0.75999,0.74603,0.71321,0.58744,0.66237,1.09281,3.91543,0.00165302,0.00165302,0.00165302
159,740.624,0.60691,0.48324,1.10147,0.65766,0.79831,0.80601,0.60755,0.74956,1.04681,3.12326,0.00165293,0.00165293,0.00165293
160,745.041,0.5849,0.45164,1.10005,0.75595,0.66667,0.78689,0.59029,0.71596,0.94187,3.16469,0.00165285,0.00165285,0.00165285
161,749.482,0.58166,0.45672,1.09004,0.69012,0.82074,0.83425,0.76104,0.47802,0.69088,5.85922,0.00165276,0.00165276,0.00165276
162,753.891,0.59192,0.48889,1.08752,0.69028,0.68386,0.70054,0.57386,0.70828,1.15969,4.5239,0.00165268,0.00165268,0.00165268
163,758.378,0.58068,0.46959,1.07803,0.73101,0.73016,0.73208,0.51888,0.70252,1.11831,3.36186,0.00165259,0.00165259,0.00165259
164,762.909,0.56671,0.46759,1.07626,0.65124,0.73016,0.74934,0.52987,0.75389,1.05667,3.41584,0.00165251,0.00165251,0.00165251
165,767.429,0.57595,0.46349,1.07534,0.77668,0.73992,0.81007,0.68321,0.60913,0.89915,3.69023,0.00165242,0.00165242,0.00165242
166,771.878,0.60132,0.47529,1.11692,0.68478,0.69048,0.74928,0.50483,1.00161,1.21615,2.79707,0.00165234,0.00165234,0.00165234
167,776.292,0.59699,0.46398,1.10536,0.60956,0.79365,0.77329,0.58875,0.69435,0.81609,3.06903,0.00165225,0.00165225,0.00165225
168,780.688,0.57936,0.462,1.09491,0.56651,0.69841,0.76484,0.58083,0.66154,0.87976,3.48852,0.00165217,0.00165217,0.00165217
169,785.208,0.58207,0.46816,1.09254,0.70033,0.88889,0.8165,0.61086,0.68077,0.87283,4.06777,0.00165208,0.00165208,0.00165208
170,789.624,0.54056,0.43377,1.05757,0.60502,0.80432,0.79093,0.66739,0.57329,0.80806,4.02215,0.001652,0.001652,0.001652
171,794.041,0.59604,0.45776,1.10374,0.61997,0.7035,0.67522,0.52272,0.71346,1.04499,2.62271,0.00165191,0.00165191,0.00165191
172,798.495,0.61234,0.47704,1.10422,0.80018,0.55453,0.694,0.55345,0.64604,1.18054,2.7898,0.00165183,0.00165183,0.00165183
173,802.924,0.59617,0.4458,1.07349,0.66508,0.62502,0.68016,0.50661,0.74498,1.10771,2.4108,0.00165174,0.00165174,0.00165174
174,807.341,0.55852,0.44817,1.08581,0.7522,0.71316,0.78019,0.65503,0.56337,0.99348,4.03466,0.00165166,0.00165166,0.00165166
175,811.729,0.58988,0.4664,1.1023,0.72212,0.6344,0.8023,0.53602,0.6996,1.26989,3.0864,0.00165157,0.00165157,0.00165157
176,816.19,0.55683,0.45407,1.06975,0.72718,0.69887,0.69892,0.62085,0.57583,1.04911,3.64026,0.00165149,0.00165149,0.00165149
177,820.64,0.57371,0.47896,1.08297,0.6431,0.80952,0.75268,0.51282,0.69456,1.03044,4.0838,0.0016514,0.0016514,0.0016514
178,825.04,0.56431,0.46534,1.07089,0.59531,0.79356,0.69402,0.47144,0.65907,1.2097,3.80598,0.00165132,0.00165132,0.00165132
179,829.424,0.55457,0.45242,1.0622,0.70969,0.87302,0.79866,0.69541,0.52214,0.86825,4.65095,0.00165124,0.00165124,0.00165124
180,833.824,0.5521,0.43896,1.0727,0.86228,0.68085,0.79257,0.65565,0.52321,0.87454,4.90666,0.00165115,0.00165115,0.00165115
181,838.285,0.55387,0.4333,1.05744,0.81125,0.72448,0.82777,0.67964,0.57576,0.80011,4.49584,0.00165107,0.00165107,0.00165107
182,842.741,0.53616,0.42249,1.04765,0.7474,0.65873,0.76555,0.58344,0.67421,0.96813,2.8483,0.00165098,0.00165098,0.00165098
183,847.325,0.54968,0.44984,1.0713,0.61505,0.60528,0.65331,0.50791,0.7386,1.15437,2.77966,0.0016509,0.0016509,0.0016509
184,851.729,0.57311,0.45652,1.08003,0.81114,0.68461,0.78164,0.70439,0.51117,0.89369,4.3966,0.00165081,0.00165081,0.00165081
185,856.186,0.56847,0.43472,1.07338,0.66399,0.70635,0.72718,0.63695,0.5279,1.14774,4.6073,0.00165073,0.00165073,0.00165073
186,860.741,0.53692,0.42327,1.05678,0.53328,0.70097,0.64467,0.48451,0.80418,1.3014,2.29369,0.00165064,0.00165064,0.00165064
