epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
11,362.588,0.88886,39.5305,0.51154,0.69491,1.63782,0.99883,1,0.995,0.89764,0,0,0,0,0.45142,39.9885,0.17964,0.40421,0.74187,0.009901,0.009901,0.009901
12,394.666,0.78272,39.3201,0.49414,0.63162,1.5119,0.99925,1,0.995,0.995,0,0,0,0,0.36137,39.9992,0.12387,0.32113,0.65774,0.0098911,0.0098911,0.0098911
13,426.745,0.69365,39.8621,0.48446,0.57743,1.41322,0.99943,1,0.995,0.995,0,0,0,0,0.26611,39.9916,0.12004,0.27604,0.58627,0.0098812,0.0098812,0.0098812
14,458.739,0.61038,39.6948,0.48125,0.51982,1.32934,0.99947,1,0.995,0.995,0,0,0,0,0.23289,39.9853,0.16078,0.24532,0.47022,0.0098713,0.0098713,0.0098713
15,490.783,0.57245,39.6829,0.47865,0.49143,1.27035,0.99907,1,0.995,0.995,0,0,0,0,0.21397,39.9939,0.24743,0.22736,0.39065,0.0098614,0.0098614,0.0098614
16,522.887,0.54362,39.6341,0.46412,0.46431,1.22582,0.99948,1,0.995,0.995,0,0,0,0,0.12385,39.9975,0.11967,0.1432,0.32606,0.0098515,0.0098515,0.0098515
17,554.904,0.51031,39.7429,0.45486,0.45112,1.18709,0.99946,1,0.995,0.995,0,0,0,0,0.24006,39.9848,0.16636,0.23466,0.38048,0.0098416,0.0098416,0.0098416
18,586.924,0.47248,39.5367,0.46114,0.42475,1.14562,0.99946,1,0.995,0.995,0,0,0,0,0.15024,39.9997,0.0944,0.15651,0.28555,0.0098317,0.0098317,0.0098317
19,618.976,0.45295,39.6805,0.44689,0.41105,1.13615,0.99947,1,0.995,0.995,0,0,0,0,0.13006,39.996,0.12359,0.13217,0.26401,0.0098218,0.0098218,0.0098218
20,650.992,0.43252,39.5845,0.44332,0.39481,1.10362,0.99934,1,0.995,0.995,0,0,0,0,0.11317,39.9984,0.18487,0.17086,0.22808,0.0098119,0.0098119,0.0098119
21,683.082,0.41382,39.5685,0.4493,0.38541,1.08482,0.99948,1,0.995,0.995,0,0,0,0,0.16024,39.9946,0.10039,0.16275,0.26803,0.009802,0.009802,0.009802
22,715.205,0.39833,39.6477,0.44415,0.37413,1.0688,0.99945,1,0.995,0.995,0,0,0,0,0.0657,39.999,0.13369,0.13607,0.20291,0.0097921,0.0097921,0.0097921
23,747.315,0.37495,39.6207,0.43988,0.35751,1.05024,0.99947,1,0.995,0.995,0,0,0,0,0.08167,39.9983,0.07217,0.11408,0.21764,0.0097822,0.0097822,0.0097822
24,779.399,0.36441,39.7779,0.44005,0.35077,1.04288,0.99948,1,0.995,0.995,0,0,0,0,0.05658,39.9967,0.06195,0.14808,0.18092,0.0097723,0.0097723,0.0097723
25,811.495,0.35612,39.6749,0.44213,0.3428,1.03386,0.99945,1,0.995,0.995,0,0,0,0,0.09031,39.9928,0.07142,0.14537,0.182,0.0097624,0.0097624,0.0097624
26,843.555,0.34055,39.7088,0.43132,0.33556,1.01908,0.99948,1,0.995,0.995,0,0,0,0,0.09337,39.9968,0.02014,0.15404,0.23788,0.0097525,0.0097525,0.0097525
27,875.604,0.32636,39.7083,0.43259,0.3237,1.00394,0.99947,1,0.995,0.995,0,0,0,0,0.08275,39.993,0.0938,0.11156,0.18184,0.0097426,0.0097426,0.0097426
28,907.614,0.32859,39.7139,0.43273,0.31795,1.01004,0.99946,1,0.995,0.995,0,0,0,0,0.07734,40,0.02366,0.10756,0.15247,0.0097327,0.0097327,0.0097327
29,939.684,0.31259,39.7039,0.43314,0.30734,0.98753,0.99945,1,0.995,0.995,0,0,0,0,0.07177,39.9999,0.03254,0.12475,0.17236,0.0097228,0.0097228,0.0097228
30,971.708,0.31645,39.6589,0.42967,0.31487,0.98718,0.99945,1,0.995,0.995,0,0,0,0,0.06518,39.992,0.19974,0.08691,0.174,0.0097129,0.0097129,0.0097129
31,1003.79,0.30482,39.6175,0.43014,0.3085,0.98629,0.99948,1,0.995,0.995,0,0,0,0,0.07629,39.9988,0.19988,0.10337,0.17861,0.009703,0.009703,0.009703
32,1035.97,0.28993,39.7854,0.43659,0.30146,0.98538,0.99948,1,0.995,0.995,0,0,0,0,0.07894,39.9999,0.04055,0.09394,0.1789,0.0096931,0.0096931,0.0096931
33,1068.04,0.30342,39.4599,0.41523,0.30134,0.98484,0.99947,1,0.995,0.995,0,0,0,0,0.08038,39.9886,0.09193,0.17382,0.1727,0.0096832,0.0096832,0.0096832
34,1100.12,0.28366,39.6557,0.41582,0.29292,0.97655,0.99949,1,0.995,0.995,0,0,0,0,0.06115,39.9969,0.03916,0.10694,0.1571,0.0096733,0.0096733,0.0096733
35,1132.12,0.27812,39.5354,0.41781,0.29032,0.96376,0.99948,1,0.995,0.995,0,0,0,0,0.07424,40,0.03863,0.08363,0.14818,0.0096634,0.0096634,0.0096634
36,1164.19,0.275,39.728,0.40938,0.28543,0.96402,0.99948,1,0.995,0.995,0,0,0,0,0.04105,39.9981,0.03537,0.086,0.15631,0.0096535,0.0096535,0.0096535
37,1196.25,0.27302,39.6675,0.39944,0.28298,0.95717,0.99947,1,0.995,0.995,0,0,0,0,0.0656,39.9966,0.04994,0.1829,0.15768,0.0096436,0.0096436,0.0096436
38,1228.41,0.27301,39.6011,0.38386,0.27878,0.96013,0.99948,1,0.995,0.995,0,0,0,0,0.07248,39.9968,0.05326,0.10082,0.15901,0.0096337,0.0096337,0.0096337
39,1260.45,0.26367,39.5243,0.36346,0.2778,0.9591,0.99948,1,0.995,0.995,0,0,0,0,0.0534,39.9945,0.07869,0.08036,0.13999,0.0096238,0.0096238,0.0096238
40,1292.5,0.26134,39.6391,0.35126,0.27699,0.96378,0.99947,1,0.995,0.995,0,0,0,0,0.04678,39.9906,0.04924,0.09168,0.15316,0.0096139,0.0096139,0.0096139
41,1324.53,0.2603,39.6615,0.33754,0.27516,0.956,0.99949,1,0.995,0.995,0,0,0,0,0.06002,39.9814,0.06312,0.09244,0.13803,0.009604,0.009604,0.009604
42,1356.63,0.25257,39.6398,0.32375,0.27296,0.95709,0.99949,1,0.995,0.995,0,0,0,0,0.04404,39.9941,0.0703,0.09551,0.13661,0.0095941,0.0095941,0.0095941
43,1388.65,0.24197,39.6575,0.324,0.26701,0.9553,0.99949,1,0.995,0.995,0,0,0,0,0.03798,39.9994,0.02344,0.08972,0.11996,0.0095842,0.0095842,0.0095842
44,1420.77,0.25162,39.672,0.3073,0.26595,0.93996,0.99948,1,0.995,0.995,0,0,0,0,0.0462,39.9946,0.03578,0.07617,0.14164,0.0095743,0.0095743,0.0095743
45,1452.89,0.2368,39.8156,0.30968,0.25526,0.94403,0.99948,1,0.995,0.995,0,0,0,0,0.03389,39.9976,0.03148,0.11135,0.13977,0.0095644,0.0095644,0.0095644
46,1484.9,0.24216,39.6441,0.29065,0.26248,0.94289,0.99948,1,0.995,0.995,0,0,0,0,0.04228,39.9999,0.01101,0.06729,0.12861,0.0095545,0.0095545,0.0095545
47,1517.03,0.2404,39.6827,0.28063,0.26466,0.93822,0.99949,1,0.995,0.995,0,0,0,0,0.05031,39.989,0.04221,0.19405,0.12403,0.0095446,0.0095446,0.0095446
48,1547.85,0.23629,39.622,0.28259,0.25379,0.9399,0.99947,1,0.995,0.995,0,0,0,0,0.0394,39.9984,0.04468,0.10094,0.14661,0.0095347,0.0095347,0.0095347
49,1578.61,0.23344,39.5111,0.27633,0.25056,0.94172,0.99949,1,0.995,0.995,0,0,0,0,0.03649,40,0.00691,0.07244,0.12434,0.0095248,0.0095248,0.0095248
50,1609.27,0.22234,39.6869,0.26485,0.25144,0.93849,0.99948,1,0.995,0.995,0,0,0,0,0.03162,40,0.00675,0.08804,0.12094,0.0095149,0.0095149,0.0095149
51,1640.47,0.22233,39.7752,0.23883,0.24976,0.9352,0.99949,1,0.995,0.995,0,0,0,0,0.04747,39.9962,0.06021,0.1072,0.11073,0.009505,0.009505,0.009505
52,1671.52,0.21391,39.6805,0.2278,0.24366,0.9323,0.99947,1,0.995,0.995,0,0,0,0,0.04505,39.9975,0.06729,0.12743,0.1238,0.0094951,0.0094951,0.0094951
53,1702.46,0.21393,39.7229,0.21778,0.24327,0.93425,0.99948,1,0.995,0.995,0,0,0,0,0.04271,40,0.01292,0.09295,0.12781,0.0094852,0.0094852,0.0094852
54,1733.35,0.21587,39.7734,0.20476,0.24491,0.92974,0.99949,1,0.995,0.995,0,0,0,0,0.04491,40,0.00851,0.10513,0.11992,0.0094753,0.0094753,0.0094753
55,1764.32,0.20981,39.7491,0.20618,0.23742,0.92832,0.99948,1,0.995,0.995,0,0,0,0,0.02349,40,0.00297,0.05718,0.12064,0.0094654,0.0094654,0.0094654
56,1795.31,0.20882,39.5243,0.19847,0.24127,0.9244,0.99946,1,0.995,0.995,0,0,0,0,0.0477,40,0.01297,0.06669,0.11,0.0094555,0.0094555,0.0094555
57,1826.26,0.20458,39.8496,0.1926,0.23679,0.93178,0.99948,1,0.995,0.995,0,0,0,0,0.0484,40,0.00758,0.07263,0.15601,0.0094456,0.0094456,0.0094456
58,1857.16,0.20866,39.6246,0.19274,0.23735,0.93141,1,1,0.995,0.995,0,0,0,0,0.0266,39.9996,0.0104,0.07396,0.10796,0.0094357,0.0094357,0.0094357
59,1890.35,0.20322,39.6928,0.18784,0.23905,0.92664,0.99948,1,0.995,0.995,0,0,0,0,0.03453,39.9996,0.00221,0.06171,0.11721,0.0094258,0.0094258,0.0094258
60,1924.14,0.20389,39.6525,0.18785,0.2333,0.92364,0.99948,1,0.995,0.995,0,0,0,0,0.02525,40,0.00774,0.066,0.10635,0.0094159,0.0094159,0.0094159
61,1958.06,0.20519,39.5252,0.18352,0.23278,0.92239,0.99948,1,0.995,0.995,0,0,0,0,0.01988,39.9997,0.0046,0.07135,0.1086,0.009406,0.009406,0.009406
62,1991.94,0.20141,39.7652,0.16892,0.22873,0.91746,0.99948,1,0.995,0.995,0,0,0,0,0.0327,40,0.00805,0.0977,0.12509,0.0093961,0.0093961,0.0093961
63,2025.96,0.20217,39.6469,0.17051,0.23092,0.919,0.99948,1,0.995,0.995,0,0,0,0,0.04703,39.9938,0.00793,0.10183,0.12524,0.0093862,0.0093862,0.0093862
64,2059.74,0.1959,39.6478,0.15943,0.2284,0.92084,0.99948,1,0.995,0.995,0,0,0,0,0.03036,40,0.01247,0.05685,0.11295,0.0093763,0.0093763,0.0093763
65,2093.7,0.19903,39.5992,0.15326,0.22596,0.92109,0.99948,1,0.995,0.995,0,0,0,0,0.03545,40,0.0049,0.06663,0.12201,0.0093664,0.0093664,0.0093664
66,2127.47,0.19251,39.6876,0.13779,0.22869,0.91972,0.99948,1,0.995,0.995,0,0,0,0,0.03543,40,0.00573,0.10129,0.11925,0.0093565,0.0093565,0.0093565
67,2161.34,0.19104,39.5617,0.13641,0.22338,0.92142,0.99949,1,0.995,0.995,0,0,0,0,0.05828,39.998,0.01325,0.10894,0.12935,0.0093466,0.0093466,0.0093466
68,2195.17,0.1966,39.6614,0.12313,0.21811,0.91736,0.99949,1,0.995,0.995,0,0,0,0,0.02703,39.9993,0.00495,0.08824,0.1052,0.0093367,0.0093367,0.0093367
69,2228.99,0.1853,39.725,0.12663,0.21549,0.91916,0.99948,1,0.995,0.995,0,0,0,0,0.05447,40,0.00147,0.07893,0.12115,0.0093268,0.0093268,0.0093268
70,2262.79,0.18506,39.5107,0.12706,0.22222,0.91702,0.99949,1,0.995,0.995,0,0,0,0,0.02917,40,0.00437,0.06726,0.11733,0.0093169,0.0093169,0.0093169
71,2296.55,0.18114,39.6504,0.11695,0.2163,0.9122,0.99943,1,0.995,0.995,0,0,0,0,0.02244,40,0.00103,0.07946,0.11744,0.009307,0.009307,0.009307
72,2330.43,0.18399,39.7627,0.11494,0.21796,0.9207,0.99948,1,0.995,0.995,0,0,0,0,0.02529,40,0.00172,0.08235,0.10918,0.0092971,0.0092971,0.0092971
73,2364.42,0.17667,39.6572,0.12204,0.21483,0.91635,0.99949,1,0.995,0.995,0,0,0,0,0.03632,40,0.00935,0.09875,0.09804,0.0092872,0.0092872,0.0092872
74,2398.42,0.18142,39.6405,0.10789,0.21418,0.91215,0.99949,1,0.995,0.995,0,0,0,0,0.02808,40,0.00113,0.05843,0.10653,0.0092773,0.0092773,0.0092773
75,2432.21,0.18414,39.5964,0.10632,0.2233,0.91646,0.99947,1,0.995,0.995,0,0,0,0,0.02386,39.9982,0.00142,0.09045,0.11232,0.0092674,0.0092674,0.0092674
76,2466,0.17103,39.7583,0.10858,0.20924,0.91374,0.99948,1,0.995,0.995,0,0,0,0,0.02223,40,0.00322,0.05698,0.10247,0.0092575,0.0092575,0.0092575
77,2499.79,0.17864,39.6651,0.10552,0.20612,0.91985,0.99948,1,0.995,0.995,0,0,0,0,0.04787,40,0.00168,0.08789,0.13129,0.0092476,0.0092476,0.0092476
78,2530.76,0.17335,39.6757,0.10719,0.20823,0.91517,0.99948,1,0.995,0.995,0,0,0,0,0.03399,40,0.00143,0.08909,0.10827,0.0092377,0.0092377,0.0092377
79,2561.8,0.17098,39.7167,0.10688,0.21284,0.91263,0.99948,1,0.995,0.995,0,0,0,0,0.02098,39.9928,0.00179,0.11909,0.09437,0.0092278,0.0092278,0.0092278
80,2592.89,0.17229,39.7064,0.10498,0.21237,0.91472,0.99936,1,0.995,0.995,0,0,0,0,0.03228,40,0.00077,0.1095,0.10223,0.0092179,0.0092179,0.0092179
81,2623.91,0.1753,39.6426,0.09898,0.21143,0.91637,0.99944,1,0.995,0.995,0,0,0,0,0.03211,40,0.00128,0.15091,0.1102,0.009208,0.009208,0.009208
82,2654.94,0.16861,39.5492,0.09822,0.20877,0.91801,0.99948,1,0.995,0.995,0,0,0,0,0.0257,40,0.00338,0.06138,0.11554,0.0091981,0.0091981,0.0091981
83,2685.97,0.1588,39.6741,0.10379,0.20277,0.90676,0.99949,1,0.995,0.995,0,0,0,0,0.02439,40,0.00607,0.05012,0.09946,0.0091882,0.0091882,0.0091882
84,2716.87,0.16578,39.7077,0.0987,0.20455,0.90827,1,1,0.995,0.995,0,0,0,0,0.02299,40,0.00791,0.04632,0.10586,0.0091783,0.0091783,0.0091783
85,2747.96,0.16534,39.7174,0.09495,0.20322,0.91027,1,1,0.995,0.995,0,0,0,0,0.03345,40,0.00381,0.07479,0.11796,0.0091684,0.0091684,0.0091684
86,2778.96,0.16621,39.718,0.09064,0.20243,0.90843,0.99949,1,0.995,0.995,0,0,0,0,0.02791,40,0.00138,0.08518,0.11112,0.0091585,0.0091585,0.0091585
87,2810.07,0.16005,39.6488,0.09196,0.19732,0.90931,0.99948,1,0.995,0.995,0,0,0,0,0.02606,39.9997,0.00229,0.05393,0.10622,0.0091486,0.0091486,0.0091486
88,2841,0.15661,39.7141,0.09405,0.20046,0.91047,0.99948,1,0.995,0.995,0,0,0,0,0.02075,39.9989,0.00302,0.0678,0.10745,0.0091387,0.0091387,0.0091387
89,2872.04,0.15789,39.6181,0.09447,0.19829,0.9061,0.99948,1,0.995,0.995,0,0,0,0,0.03678,40,0.00233,0.08174,0.1067,0.0091288,0.0091288,0.0091288
90,2903.05,0.16073,39.7926,0.08588,0.20252,0.90522,0.99948,1,0.995,0.995,0,0,0,0,0.03255,40,0.00626,0.0801,0.11604,0.0091189,0.0091189,0.0091189
91,2934.09,0.16413,39.5337,0.08753,0.19981,0.90366,0.99948,1,0.995,0.995,0,0,0,0,0.03788,40,0.00547,0.07081,0.09896,0.009109,0.009109,0.009109
92,2965.26,0.1602,39.5931,0.08662,0.1984,0.90776,0.99948,1,0.995,0.995,0,0,0,0,0.03153,40,0.0023,0.08133,0.10314,0.0090991,0.0090991,0.0090991
93,2996.29,0.15819,39.5218,0.08508,0.19225,0.9015,1,1,0.995,0.995,0,0,0,0,0.03994,39.9977,0.00065,0.09003,0.10252,0.0090892,0.0090892,0.0090892
94,3027.27,0.15281,39.8712,0.08666,0.19243,0.90345,0.99949,1,0.995,0.995,0,0,0,0,0.037,40,0.00309,0.09973,0.10891,0.0090793,0.0090793,0.0090793
95,3058.26,0.1569,39.7353,0.08309,0.1914,0.90597,0.99949,1,0.995,0.995,0,0,0,0,0.03311,40,0.00191,0.07624,0.10772,0.0090694,0.0090694,0.0090694
96,3089.3,0.15211,39.6767,0.08142,0.19126,0.9037,0.99949,1,0.995,0.995,0,0,0,0,0.03099,40,0.00151,0.11793,0.11303,0.0090595,0.0090595,0.0090595
97,3120.29,0.15012,39.6714,0.0933,0.19208,0.9072,0.99948,1,0.995,0.995,0,0,0,0,0.03317,40,0.00227,0.05557,0.11707,0.0090496,0.0090496,0.0090496
98,3151.29,0.15336,39.5126,0.08726,0.19704,0.90402,0.99948,1,0.995,0.995,0,0,0,0,0.02853,40,0.00064,0.0555,0.10018,0.0090397,0.0090397,0.0090397
99,3182.31,0.15898,39.6682,0.08364,0.19395,0.90183,0.99949,1,0.995,0.995,0,0,0,0,0.01994,39.9968,0.00128,0.04701,0.08655,0.0090298,0.0090298,0.0090298
100,3213.29,0.15064,39.7567,0.08301,0.18717,0.90444,0.99949,1,0.995,0.995,0,0,0,0,0.02519,39.9935,0.00078,0.06508,0.087,0.0090199,0.0090199,0.0090199
101,3244.39,0.15247,39.6593,0.07822,0.18972,0.91066,0.99948,1,0.995,0.995,0,0,0,0,0.02204,40,0.00205,0.07927,0.09599,0.00901,0.00901,0.00901
102,3275.4,0.14801,39.6424,0.08473,0.18775,0.90226,0.99946,1,0.995,0.995,0,0,0,0,0.03324,40,0.00234,0.07903,0.10287,0.0090001,0.0090001,0.0090001
103,3306.43,0.1486,39.7203,0.0781,0.18869,0.901,0.99949,1,0.995,0.995,0,0,0,0,0.02387,40,0.00216,0.05643,0.09537,0.0089902,0.0089902,0.0089902
104,3337.36,0.15339,39.6076,0.07851,0.19422,0.90351,0.99949,1,0.995,0.995,0,0,0,0,0.03459,40,0.00634,0.08104,0.10577,0.0089803,0.0089803,0.0089803
105,3368.33,0.14961,39.5297,0.08156,0.19218,0.89819,0.99948,1,0.995,0.995,0,0,0,0,0.02387,39.9999,0.00108,0.04816,0.10684,0.0089704,0.0089704,0.0089704
106,3399.35,0.14782,39.6594,0.08152,0.18555,0.90504,0.99949,1,0.995,0.995,0,0,0,0,0.02131,39.994,0.0017,0.09656,0.10404,0.0089605,0.0089605,0.0089605
107,3430.35,0.14251,39.691,0.07776,0.18323,0.90296,0.99948,1,0.995,0.995,0,0,0,0,0.02257,40,0.00087,0.09225,0.09187,0.0089506,0.0089506,0.0089506
108,3461.38,0.14763,39.6354,0.07386,0.18879,0.90405,1,1,0.995,0.995,0,0,0,0,0.02305,40,0.00032,0.11086,0.09999,0.0089407,0.0089407,0.0089407
109,3492.41,0.14133,39.7281,0.07852,0.18249,0.90239,0.99949,1,0.995,0.995,0,0,0,0,0.04164,40,0.00215,0.07734,0.10381,0.0089308,0.0089308,0.0089308
110,3523.4,0.14721,39.5815,0.0802,0.19321,0.90098,1,1,0.995,0.995,0,0,0,0,0.04496,40,0.00057,0.0877,0.11345,0.0089209,0.0089209,0.0089209
111,3554.39,0.14349,39.788,0.07681,0.18256,0.90268,1,1,0.995,0.995,0,0,0,0,0.0284,40,0.00093,0.07548,0.10809,0.008911,0.008911,0.008911
112,3585.35,0.14356,39.6916,0.06995,0.18681,0.89455,1,1,0.995,0.995,0,0,0,0,0.01392,40,0.00098,0.06012,0.0928,0.0089011,0.0089011,0.0089011
113,3616.41,0.14186,39.5209,0.07782,0.18457,0.89845,1,1,0.995,0.995,0,0,0,0,0.02151,40,0.00079,0.08168,0.08862,0.0088912,0.0088912,0.0088912
114,3647.3,0.1449,39.7917,0.07209,0.18179,0.90252,0.99949,1,0.995,0.995,0,0,0,0,0.02895,40,0.00088,0.06953,0.10335,0.0088813,0.0088813,0.0088813
115,3678.18,0.14336,39.6643,0.07388,0.17862,0.90265,0.99949,1,0.995,0.995,0,0,0,0,0.02657,40,0.00017,0.03741,0.0949,0.0088714,0.0088714,0.0088714
116,3709.21,0.13949,39.7421,0.07796,0.17565,0.9014,0.99949,1,0.995,0.995,0,0,0,0,0.01969,40,0.0011,0.03472,0.09867,0.0088615,0.0088615,0.0088615
117,3740.41,0.14105,39.683,0.07608,0.18058,0.90391,0.99948,1,0.995,0.995,0,0,0,0,0.03268,40,0.00267,0.03829,0.09126,0.0088516,0.0088516,0.0088516
118,3771.54,0.14179,39.697,0.07244,0.18489,0.89555,0.99949,1,0.995,0.995,0,0,0,0,0.03275,40,0.00033,0.06826,0.09382,0.0088417,0.0088417,0.0088417
119,3802.54,0.13898,39.7277,0.0726,0.17669,0.90307,0.99948,1,0.995,0.995,0,0,0,0,0.01724,40,0.0003,0.03599,0.09465,0.0088318,0.0088318,0.0088318
120,3833.57,0.13891,39.7478,0.07077,0.18107,0.89936,0.99949,1,0.995,0.995,0,0,0,0,0.01933,40,0.0011,0.06419,0.09681,0.0088219,0.0088219,0.0088219
121,3865.05,0.13744,39.6839,0.07254,0.18161,0.90109,0.99949,1,0.995,0.995,0,0,0,0,0.02386,40,0.00041,0.07806,0.09475,0.008812,0.008812,0.008812
122,3896.09,0.13587,39.6678,0.07699,0.17581,0.89175,1,1,0.995,0.995,0,0,0,0,0.04935,40,0.00028,0.18261,0.10988,0.0088021,0.0088021,0.0088021
123,3927.05,0.1421,39.5035,0.06955,0.18299,0.89906,0.99949,1,0.995,0.995,0,0,0,0,0.03364,40,0.00026,0.05196,0.09004,0.0087922,0.0087922,0.0087922
124,3958.1,0.13628,39.5722,0.07133,0.17858,0.89718,0.99949,1,0.995,0.995,0,0,0,0,0.01637,40,0.00044,0.06686,0.09262,0.0087823,0.0087823,0.0087823
125,3989.02,0.13712,39.81,0.071,0.17424,0.90076,0.99949,1,0.995,0.995,0,0,0,0,0.02612,40,0.00145,0.06275,0.09289,0.0087724,0.0087724,0.0087724
126,4019.95,0.1349,39.6915,0.06858,0.17297,0.899,0.99949,1,0.995,0.995,0,0,0,0,0.03772,40,0.00013,0.07337,0.10868,0.0087625,0.0087625,0.0087625
127,4050.92,0.1301,39.7887,0.07786,0.1738,0.90006,0.99949,1,0.995,0.995,0,0,0,0,0.01976,40,0.00125,0.07567,0.08974,0.0087526,0.0087526,0.0087526
128,4081.87,0.13028,39.7255,0.06847,0.17095,0.89467,0.99949,1,0.995,0.995,0,0,0,0,0.02251,40,0.00091,0.03494,0.09299,0.0087427,0.0087427,0.0087427
129,4112.82,0.12837,39.5683,0.07092,0.1683,0.90037,0.99949,1,0.995,0.995,0,0,0,0,0.03315,40,0.00048,0.03846,0.1,0.0087328,0.0087328,0.0087328
130,4143.75,0.13108,39.8199,0.06769,0.16794,0.89417,0.99948,1,0.995,0.995,0,0,0,0,0.01758,40,0.00174,0.05273,0.08885,0.0087229,0.0087229,0.0087229
131,4174.77,0.13284,39.762,0.07184,0.17245,0.89891,0.99948,1,0.995,0.995,0,0,0,0,0.02527,40,0.00225,0.03266,0.08647,0.008713,0.008713,0.008713
132,4205.72,0.13464,39.7096,0.06762,0.17451,0.89902,0.99942,1,0.995,0.995,0,0,0,0,0.02133,40,0.00156,0.03695,0.09383,0.0087031,0.0087031,0.0087031
133,4236.65,0.13125,39.7886,0.06683,0.17116,0.89124,1,1,0.995,0.995,0,0,0,0,0.0138,40,0.00016,0.03443,0.10148,0.0086932,0.0086932,0.0086932
134,4267.5,0.13188,39.6739,0.06872,0.17744,0.89423,1,1,0.995,0.995,0,0,0,0,0.03122,40,0.00053,0.03949,0.09815,0.0086833,0.0086833,0.0086833
135,4298.49,0.13253,39.5707,0.06934,0.17167,0.89238,0.99949,1,0.995,0.995,0,0,0,0,0.02391,40,0.00029,0.03135,0.08971,0.0086734,0.0086734,0.0086734
136,4329.34,0.12866,39.7666,0.06594,0.16859,0.89197,0.99949,1,0.995,0.995,0,0,0,0,0.01662,40,0.00026,0.04012,0.08558,0.0086635,0.0086635,0.0086635
137,4360.25,0.13355,39.6368,0.06919,0.17107,0.89509,1,1,0.995,0.995,0,0,0,0,0.01857,40,0.00107,0.03727,0.08733,0.0086536,0.0086536,0.0086536
138,4391.28,0.12946,39.6178,0.07115,0.17179,0.88972,0.99949,1,0.995,0.995,0,0,0,0,0.01914,39.9999,0.00142,0.04999,0.09213,0.0086437,0.0086437,0.0086437
139,4422.22,0.12914,39.7323,0.0677,0.17046,0.89038,0.99949,1,0.995,0.995,0,0,0,0,0.03592,40,0.00053,0.04087,0.09048,0.0086338,0.0086338,0.0086338
140,4453.25,0.1257,39.7572,0.07418,0.1685,0.89352,0.99949,1,0.995,0.995,0,0,0,0,0.04568,40,0.00158,0.0393,0.09291,0.0086239,0.0086239,0.0086239
141,4484.18,0.1322,39.5963,0.06853,0.17195,0.89193,1,1,0.995,0.995,0,0,0,0,0.02268,40,0.00072,0.03928,0.08413,0.008614,0.008614,0.008614
142,4515.03,0.13182,39.7267,0.06628,0.17228,0.89032,0.99948,1,0.995,0.995,0,0,0,0,0.00951,40,0.00024,0.0432,0.08485,0.0086041,0.0086041,0.0086041
