epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,500.975,0.41195,39.6917,0.39028,0.37651,1.10839,0.99946,1,0.995,0.995,0,0,0,0,0.14794,39.9982,0.14437,0.1907,0.33348,0.0017228,0.0017228,0.0017228
16,533.802,0.38895,39.6437,0.36633,0.35485,1.08691,0.99947,1,0.995,0.995,0,0,0,0,0.11192,39.9997,0.053,0.11318,0.27963,0.001703,0.001703,0.001703
17,566.794,0.37782,39.7517,0.34632,0.35329,1.08041,0.99946,1,0.995,0.995,0,0,0,0,0.14724,39.986,0.27076,0.16776,0.2974,0.0016832,0.0016832,0.0016832
18,599.731,0.37365,39.5463,0.33647,0.34918,1.06063,0.99946,1,0.995,0.995,0,0,0,0,0.14162,39.9998,0.04088,0.18026,0.27727,0.0016634,0.0016634,0.0016634
19,632.523,0.35135,39.6904,0.29575,0.34286,1.0505,0.99947,1,0.995,0.995,0,0,0,0,0.19061,39.9833,0.20143,0.23164,0.35625,0.0016436,0.0016436,0.0016436
20,665.296,0.34886,39.5932,0.27596,0.33453,1.03895,0.99947,1,0.995,0.995,0,0,0,0,0.12625,39.9979,0.06356,0.16217,0.29106,0.0016238,0.0016238,0.0016238
21,698.164,0.33859,39.5761,0.24048,0.33212,1.035,0.99947,1,0.995,0.995,0,0,0,0,0.10018,39.9973,0.02335,0.14034,0.22377,0.001604,0.001604,0.001604
22,731.075,0.32349,39.6567,0.21223,0.32185,1.02174,0.99946,1,0.995,0.995,0,0,0,0,0.09329,39.9962,0.07723,0.19621,0.26039,0.0015842,0.0015842,0.0015842
23,763.959,0.29983,39.63,0.20965,0.30053,1.00281,0.99948,1,0.995,0.995,0,0,0,0,0.07086,39.9972,0.03213,0.12452,0.26704,0.0015644,0.0015644,0.0015644
24,796.734,0.28976,39.7878,0.19418,0.29156,1.00209,0.99948,1,0.995,0.995,0,0,0,0,0.06178,39.9906,0.0544,0.15835,0.21228,0.0015446,0.0015446,0.0015446
25,829.592,0.28419,39.6851,0.18749,0.28391,0.99242,0.99947,1,0.995,0.995,0,0,0,0,0.07382,39.9998,0.08279,0.1643,0.17284,0.0015248,0.0015248,0.0015248
26,862.377,0.28588,39.719,0.17593,0.28446,0.98816,0.99945,1,0.995,0.995,0,0,0,0,0.06878,39.9998,0.19218,0.1907,0.21419,0.001505,0.001505,0.001505
27,895.369,0.28983,39.7207,0.17406,0.28568,0.98107,0.99939,1,0.995,0.995,0,0,0,0,0.13045,39.9999,0.07617,0.09594,0.24609,0.0014852,0.0014852,0.0014852
28,928.251,0.28618,39.7254,0.16843,0.28383,0.98655,1,1,0.995,0.995,0,0,0,0,0.08853,39.999,0.04639,0.1422,0.21159,0.0014654,0.0014654,0.0014654
29,961.046,0.27703,39.716,0.1693,0.27184,0.9745,0.99947,1,0.995,0.995,0,0,0,0,0.05977,39.9984,0.00586,0.0966,0.2147,0.0014456,0.0014456,0.0014456
30,993.926,0.26919,39.6704,0.16911,0.26923,0.97118,0.99947,1,0.995,0.995,0,0,0,0,0.06917,39.9982,0.08704,0.10743,0.19213,0.0014258,0.0014258,0.0014258
31,1026.89,0.25931,39.6284,0.16933,0.26692,0.96394,0.99948,1,0.995,0.995,0,0,0,0,0.07335,39.9983,0.0425,0.11491,0.23242,0.001406,0.001406,0.001406
32,1059.73,0.24207,39.7973,0.154,0.25705,0.96657,0.99948,1,0.995,0.995,0,0,0,0,0.08122,39.9999,0.05859,0.15011,0.23747,0.0013862,0.0013862,0.0013862
33,1092.66,0.2444,39.4712,0.1468,0.25527,0.96098,0.99948,1,0.995,0.995,0,0,0,0,0.06372,39.9987,0.13476,0.13019,0.22006,0.0013664,0.0013664,0.0013664
34,1125.57,0.23629,39.6673,0.1449,0.24708,0.96185,0.99948,1,0.995,0.995,0,0,0,0,0.04971,39.9999,0.01406,0.14996,0.19917,0.0013466,0.0013466,0.0013466
35,1158.35,0.23871,39.5483,0.1526,0.24779,0.94965,0.99947,1,0.995,0.995,0,0,0,0,0.08962,39.999,0.07901,0.13177,0.18792,0.0013268,0.0013268,0.0013268
36,1191.34,0.24725,39.7401,0.13838,0.24633,0.95823,0.99948,1,0.995,0.995,0,0,0,0,0.07493,40,0.05416,0.17722,0.21616,0.001307,0.001307,0.001307
37,1223.85,0.23453,39.6805,0.1383,0.24401,0.94747,0.99948,1,0.995,0.995,0,0,0,0,0.08728,39.9987,0.08609,0.17082,0.19244,0.0012872,0.0012872,0.0012872
38,1255.99,0.21375,39.6129,0.13559,0.23765,0.94358,0.99948,1,0.995,0.995,0,0,0,0,0.04527,40,0.00372,0.11422,0.20585,0.0012674,0.0012674,0.0012674
39,1287.69,0.21148,39.5352,0.13,0.23633,0.94387,0.99947,1,0.995,0.995,0,0,0,0,0.06205,40,0.05794,0.15073,0.19199,0.0012476,0.0012476,0.0012476
40,1319.08,0.19956,39.6488,0.13095,0.23107,0.94889,0.99948,1,0.995,0.995,0,0,0,0,0.04638,40,0.01019,0.09691,0.21061,0.0012278,0.0012278,0.0012278
41,1350.63,0.22245,39.6694,0.13536,0.23451,0.94685,0.99948,1,0.995,0.995,0,0,0,0,0.10161,40,0.00391,0.152,0.20761,0.001208,0.001208,0.001208
42,1382.15,0.2077,39.6465,0.12268,0.23107,0.94886,1,1,0.995,0.995,0,0,0,0,0.05829,40,0.01912,0.08213,0.19191,0.0011882,0.0011882,0.0011882
43,1413.68,0.19394,39.6641,0.13036,0.21959,0.94663,0.99948,1,0.995,0.995,0,0,0,0,0.05735,40,0.00332,0.07817,0.18943,0.0011684,0.0011684,0.0011684
44,1445.26,0.22041,39.6774,0.11477,0.23049,0.93797,0.99948,1,0.995,0.995,0,0,0,0,0.07095,40,0.00051,0.0967,0.18463,0.0011486,0.0011486,0.0011486
45,1476.77,0.18772,39.8201,0.11953,0.21722,0.93528,0.99948,1,0.995,0.995,0,0,0,0,0.0546,39.9993,0.01321,0.06752,0.20062,0.0011288,0.0011288,0.0011288
46,1508.25,0.20224,39.6494,0.11126,0.22375,0.93403,0.99948,1,0.995,0.995,0,0,0,0,0.06265,40,0.0066,0.07044,0.18112,0.001109,0.001109,0.001109
47,1539.8,0.19377,39.6884,0.10423,0.2212,0.93359,0.99949,1,0.995,0.995,0,0,0,0,0.03308,40,0.01265,0.07413,0.18097,0.0010892,0.0010892,0.0010892
48,1571.32,0.18426,39.6265,0.11117,0.21063,0.93153,0.99948,1,0.995,0.995,0,0,0,0,0.03563,40,0.01559,0.08643,0.17648,0.0010694,0.0010694,0.0010694
49,1603.07,0.1801,39.5159,0.1026,0.20665,0.93009,1,1,0.995,0.995,0,0,0,0,0.03475,40,0.00633,0.06737,0.19224,0.0010496,0.0010496,0.0010496
50,1634.6,0.17348,39.6914,0.10327,0.20451,0.93259,0.99948,1,0.995,0.995,0,0,0,0,0.06161,40,0.00214,0.10337,0.18321,0.0010298,0.0010298,0.0010298
51,1666.25,0.17412,39.7795,0.09692,0.2069,0.92775,1,1,0.995,0.995,0,0,0,0,0.04961,40,0.0007,0.10133,0.16767,0.00101,0.00101,0.00101
52,1697.82,0.17351,39.6845,0.09647,0.2005,0.92375,1,1,0.995,0.995,0,0,0,0,0.03827,40,0.00399,0.11057,0.1624,0.0009902,0.0009902,0.0009902
53,1731.09,0.16034,39.7267,0.09646,0.19382,0.92383,0.99948,1,0.995,0.995,0,0,0,0,0.04097,40,0.00255,0.0891,0.17797,0.0009704,0.0009704,0.0009704
54,1763.58,0.16508,39.7773,0.08943,0.19671,0.91847,1,1,0.995,0.995,0,0,0,0,0.02496,40,0.00554,0.04007,0.1778,0.0009506,0.0009506,0.0009506
55,1796.28,0.16492,39.753,0.087,0.19323,0.92272,0.99949,1,0.995,0.995,0,0,0,0,0.03593,40,0.01765,0.0966,0.17572,0.0009308,0.0009308,0.0009308
56,1829.31,0.166,39.5278,0.0929,0.19738,0.9183,1,1,0.995,0.995,0,0,0,0,0.05297,40,0.00109,0.11622,0.17651,0.000911,0.000911,0.000911
57,1861.94,0.16195,39.8522,0.09778,0.18923,0.92781,1,1,0.995,0.995,0,0,0,0,0.05942,40,0.01025,0.11932,0.17886,0.0008912,0.0008912,0.0008912
58,1894.87,0.16275,39.6271,0.0876,0.19644,0.92491,1,1,0.995,0.995,0,0,0,0,0.04577,39.995,0.03207,0.10157,0.16943,0.0008714,0.0008714,0.0008714
59,1927.06,0.16056,39.6951,0.08628,0.19205,0.92109,1,1,0.995,0.995,0,0,0,0,0.04093,40,0.00963,0.09765,0.17062,0.0008516,0.0008516,0.0008516
60,1958.78,0.15938,39.6553,0.08055,0.19391,0.91553,1,1,0.995,0.995,0,0,0,0,0.05682,39.9992,0.00329,0.08485,0.16333,0.0008318,0.0008318,0.0008318
61,1993,0.16035,39.5281,0.08605,0.19026,0.91567,1,1,0.995,0.995,0,0,0,0,0.02898,40,0.00294,0.06534,0.16661,0.000812,0.000812,0.000812
62,2028.21,0.15073,39.7677,0.07221,0.17859,0.91176,1,1,0.995,0.995,0,0,0,0,0.03435,40,0.00225,0.05753,0.15623,0.0007922,0.0007922,0.0007922
63,2061.9,0.15343,39.6491,0.07962,0.18202,0.91254,1,1,0.995,0.995,0,0,0,0,0.03575,40,0.01507,0.04587,0.14968,0.0007724,0.0007724,0.0007724
64,2095.5,0.14541,39.6498,0.08245,0.18157,0.91216,1,1,0.995,0.995,0,0,0,0,0.02937,39.9999,0.00176,0.06156,0.16195,0.0007526,0.0007526,0.0007526
65,2128.76,0.14932,39.601,0.07722,0.18075,0.91391,1,1,0.995,0.995,0,0,0,0,0.03003,40,0.01424,0.05029,0.15497,0.0007328,0.0007328,0.0007328
66,2161.72,0.14567,39.6885,0.07622,0.17923,0.91269,0.99948,1,0.995,0.995,0,0,0,0,0.0255,40,0.00032,0.04792,0.16115,0.000713,0.000713,0.000713
67,2194.17,0.14155,39.5626,0.07792,0.17442,0.90886,0.99948,1,0.995,0.995,0,0,0,0,0.02978,40,0.00116,0.06228,0.16307,0.0006932,0.0006932,0.0006932
68,2227.32,0.1448,39.6621,0.0687,0.17453,0.90772,0.99948,1,0.995,0.995,0,0,0,0,0.03538,40,0.00215,0.08613,0.1713,0.0006734,0.0006734,0.0006734
69,2259.66,0.13978,39.7251,0.075,0.16998,0.90638,0.99949,1,0.995,0.995,0,0,0,0,0.03931,40,0.00096,0.06132,0.15929,0.0006536,0.0006536,0.0006536
70,2291.41,0.13881,39.5108,0.07718,0.17495,0.90869,1,1,0.995,0.995,0,0,0,0,0.04173,40,0.00085,0.05224,0.14897,0.0006338,0.0006338,0.0006338
71,2324.69,0.13394,39.6506,0.06903,0.16928,0.90522,1,1,0.995,0.995,0,0,0,0,0.03831,40,0.00075,0.05665,0.15721,0.000614,0.000614,0.000614
72,2358.13,0.12882,39.7626,0.07187,0.16895,0.90866,0.99949,1,0.995,0.995,0,0,0,0,0.02199,40,0.00423,0.04584,0.1528,0.0005942,0.0005942,0.0005942
73,2391.65,0.13364,39.6569,0.08797,0.17026,0.90634,1,1,0.995,0.995,0,0,0,0,0.04508,39.9999,0.00678,0.05667,0.14695,0.0005744,0.0005744,0.0005744
74,2424.81,0.13992,39.6407,0.06715,0.17274,0.90486,1,1,0.995,0.995,0,0,0,0,0.03357,40,0.00073,0.04151,0.14314,0.0005546,0.0005546,0.0005546
75,2457.77,0.13191,39.5963,0.06392,0.17145,0.90777,1,1,0.995,0.995,0,0,0,0,0.01543,40,0.00099,0.0356,0.14754,0.0005348,0.0005348,0.0005348
76,2490.72,0.12802,39.7581,0.06789,0.16353,0.90492,0.99949,1,0.995,0.995,0,0,0,0,0.02773,40,0.00033,0.06484,0.14611,0.000515,0.000515,0.000515
77,2524.31,0.12796,39.6647,0.06793,0.16393,0.9133,0.99949,1,0.995,0.995,0,0,0,0,0.02545,40,0.00214,0.04116,0.16358,0.0004952,0.0004952,0.0004952
78,2557.41,0.12451,39.675,0.07027,0.16219,0.90656,0.99948,1,0.995,0.995,0,0,0,0,0.0399,40,0.0015,0.04387,0.15866,0.0004754,0.0004754,0.0004754
79,2590.45,0.1229,39.7162,0.06967,0.16019,0.90313,1,1,0.995,0.995,0,0,0,0,0.02679,40,0.0109,0.05042,0.14741,0.0004556,0.0004556,0.0004556
80,2623.61,0.12755,39.7059,0.06629,0.16428,0.91004,1,1,0.995,0.995,0,0,0,0,0.04222,40,0.00366,0.05156,0.15371,0.0004358,0.0004358,0.0004358
81,2656.48,0.12291,39.6417,0.067,0.16376,0.90355,1,1,0.995,0.995,0,0,0,0,0.03813,40,0.00105,0.0946,0.15534,0.000416,0.000416,0.000416
82,2689.18,0.11912,39.5482,0.06952,0.16007,0.90756,1,1,0.995,0.995,0,0,0,0,0.03246,40,0.00016,0.07358,0.14596,0.0003962,0.0003962,0.0003962
83,2722.25,0.1155,39.6731,0.07083,0.15429,0.90015,1,1,0.995,0.995,0,0,0,0,0.02277,40,0.00131,0.04183,0.14563,0.0003764,0.0003764,0.0003764
84,2755.54,0.11487,39.7071,0.06443,0.15562,0.90297,1,1,0.995,0.995,0,0,0,0,0.02925,40,0.00057,0.04302,0.1415,0.0003566,0.0003566,0.0003566
85,2788.52,0.11218,39.7167,0.05978,0.14981,0.90602,1,1,0.995,0.995,0,0,0,0,0.03221,40,0.00159,0.04847,0.15327,0.0003368,0.0003368,0.0003368
86,2821.4,0.10745,39.7171,0.05892,0.14663,0.89955,1,1,0.995,0.995,0,0,0,0,0.0291,40,0.00372,0.04,0.14277,0.000317,0.000317,0.000317
87,2854.75,0.10713,39.6482,0.06085,0.14813,0.89868,1,1,0.995,0.995,0,0,0,0,0.02065,39.9951,0.00169,0.03883,0.13594,0.0002972,0.0002972,0.0002972
88,2887.59,0.10851,39.7133,0.06114,0.15004,0.90251,1,1,0.995,0.995,0,0,0,0,0.02165,40,0.0008,0.0381,0.14493,0.0002774,0.0002774,0.0002774
89,2920.5,0.1038,39.6175,0.06139,0.14434,0.899,1,1,0.995,0.995,0,0,0,0,0.0281,40,0.00109,0.03935,0.14046,0.0002576,0.0002576,0.0002576
90,2953.75,0.10185,39.7921,0.05646,0.14397,0.89606,1,1,0.995,0.995,0,0,0,0,0.03332,39.9995,0.00077,0.04512,0.15008,0.0002378,0.0002378,0.0002378
91,2985.13,0.0883,39.9942,0.11368,0.11896,0.86371,1,1,0.995,0.995,0,0,0,0,0.05774,40,4e-05,0.06615,0.17118,0.000218,0.000218,0.000218
92,3017.28,0.07872,39.9905,0.04301,0.10772,0.85895,0.99948,1,0.995,0.995,0,0,0,0,0.02204,39.9967,0.0005,0.04692,0.12789,0.0001982,0.0001982,0.0001982
93,3048.99,0.06513,39.9892,0.0422,0.09291,0.85355,1,1,0.995,0.995,0,0,0,0,0.02958,39.9998,0.00027,0.04265,0.13006,0.0001784,0.0001784,0.0001784
94,3081.21,0.06774,39.9868,0.03986,0.09098,0.85342,1,1,0.995,0.995,0,0,0,0,0.02331,39.997,0.00026,0.04392,0.12515,0.0001586,0.0001586,0.0001586
95,3113.3,0.05412,39.9858,0.03649,0.08107,0.84064,1,1,0.995,0.995,0,0,0,0,0.03073,39.9999,0.00039,0.04749,0.11802,0.0001388,0.0001388,0.0001388
96,3145.23,0.05364,39.9805,0.04241,0.07921,0.8489,1,1,0.995,0.995,0,0,0,0,0.01969,40,0.0003,0.04119,0.11741,0.000119,0.000119,0.000119
97,3176.69,0.05338,39.9795,0.03797,0.07818,0.84741,1,1,0.995,0.995,0,0,0,0,0.01918,39.9952,0.00048,0.03845,0.11688,9.92e-05,9.92e-05,9.92e-05
98,3208.95,0.05001,39.9758,0.04098,0.07769,0.84465,1,1,0.995,0.995,0,0,0,0,0.01428,40,0.00027,0.03651,0.12083,7.94e-05,7.94e-05,7.94e-05
99,3241.09,0.04747,39.9693,0.04338,0.07422,0.85033,1,1,0.995,0.995,0,0,0,0,0.02135,39.9963,0.00061,0.04047,0.12253,5.96e-05,5.96e-05,5.96e-05
100,3272.32,0.04597,39.9667,0.03968,0.07308,0.85042,1,1,0.995,0.995,0,0,0,0,0.01731,39.9973,0.00056,0.03745,0.12198,3.98e-05,3.98e-05,3.98e-05
